URL,Employer,Name,Salary,From,To,City
https://hh.ru/vacancy/108976182,Менеджер по качеству ФРОВ,Перекрёсток,True,,1476000,Краснодар
https://hh.ru/vacancy/105872836,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Москва
https://hh.ru/vacancy/105872837,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Жуковский  (Московская область)
https://hh.ru/vacancy/108275133,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Кашира (Московская область)
https://hh.ru/vacancy/108275176,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Воскресенск (Московская область)
https://hh.ru/vacancy/107810475,Менеджер по качеству и осмотру стоков,Перекрёсток,True,1080000.0,1404000,Нижний Новгород
https://hh.ru/vacancy/108275032,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Узловая
https://hh.ru/vacancy/108275106,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Ступино (Московская область)
https://hh.ru/vacancy/108274438,Менеджер по качеству ФРОВ,Перекрёсток,True,1422000.0,1836000,Егорьевск (Московская область)
